cups;data_anterior;data_mesura;tarifa;origen;mesura_baixa;periode;consum;lectura_anterior;lectura_actual
ES0031406064312001JN0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;603;109850;110453
ES0021000003912295QS;2015-12-28;2016-01-26;3.0A;F1;N;P1;334;44214;44548
ES0031405472280003XC0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2639;61297;63936
ES0021000008816400MZ;2015-12-26;2016-01-29;3.0A;F1;N;P1;410;119484;119894
ES0031405462457002XC0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2201;21112;23313
ES0021000010655920JV;2015-12-22;2016-01-27;3.0A;F1;N;P1;299;52483;52782
ES0031405885101022XL0F;2016-01-04;2016-02-01;3.0A;F1;N;P1;273;6640;6913
ES0021000003870049LC;2015-12-23;2016-01-27;3.0A;F1;N;P1;429;30979;31408
ES0031406063471001HF0F;2015-12-22;2016-01-25;3.0A;F1;N;P1;742;26421;27163
ES0021000009870757PM;2015-12-18;2016-01-22;3.0A;F1;N;P1;8;6381;6389
ES0031405888681001KW0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;540;102967;103507
ES0031300732701001TS0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1845;196748;198593
ES0021000006813636YK0F;2015-12-22;2016-01-28;3.0A;F1;N;P2;832;54016;54848
ES0021000000039165WQ;2016-01-04;2016-01-26;3.0A;F1;N;P2;1784;354261;356045
ES0021000003784824VX;2015-12-28;2016-01-22;3.0A;F1;N;P2;617;2662;3279
ES0021000009224111EG;2015-12-21;2016-01-25;3.0A;F1;N;P2;0;236866;236866
ES0021000003842214MS;2015-12-21;2016-01-25;3.0A;F1;N;P2;4251;294469;298720
ES0021000003912295QS;2015-12-28;2016-01-26;3.0A;F1;N;P2;1380;139778;141158
ES0021000003884631DC;2015-12-21;2016-01-22;3.0A;F1;N;P2;3049;253234;256283
ES0021000006821683BH;2015-12-22;2016-01-26;3.0A;F1;N;P2;4315;279344;283659
ES0021000003828810CC;2015-12-28;2016-01-28;3.0A;F1;N;P2;3838;306606;310444
ES0021000003812538AD;2015-12-23;2016-01-26;3.0A;F1;N;P2;2082;195692;197774
ES0021000000023409FS;2015-12-28;2016-01-27;3.0A;F1;N;P2;124;110955;111079
ES0021000006821613PV;2015-12-23;2016-01-26;3.0A;F1;N;P2;1589;104053;105642
ES0021000006614795DS;2015-12-23;2016-01-29;3.0A;F1;N;P2;3564;237196;240760
ES0021000003200891KR;2015-12-21;2016-01-22;3.0A;F1;N;P2;249;93262;93511
ES0021000003729089DG;2015-12-23;2016-01-26;3.0A;F1;N;P2;4867;560308;565175
ES0021000002703514SE;2015-12-24;2016-01-22;3.0A;F1;N;P2;2134;329883;332017
ES0021000009143029SC;2015-12-30;2016-01-28;3.0A;F1;N;P2;0;38073;38073
ES0021000002703513SK;2015-12-24;2016-01-22;3.0A;F1;N;P2;4084;259113;263197
ES0021000006647968WE;2015-12-28;2016-01-28;3.0A;F1;N;P2;2281;159484;161765
ES0021000006836541JH;2015-12-30;2016-01-28;3.0A;F1;N;P2;855;83343;84198
ES0021000003863454DA;2015-12-30;2016-01-28;3.0A;F1;N;P2;4616;436502;441118
ES0021000010530741EG0F;2015-12-22;2016-01-28;3.0A;F1;N;P2;3136;196113;199249
ES0021000010722787TT;2015-12-28;2016-01-27;3.0A;F1;N;P2;1093;109535;110628
ES0021000005893156YR;2015-12-23;2016-01-22;3.0A;F1;N;P2;497;16079;16576
ES0021000009349218XZ;2015-12-28;2016-01-27;3.0A;F1;N;P2;138;24601;24739
ES0021000007516754XY;2015-12-28;2016-01-28;3.0A;F1;N;P2;1477;93337;94814
ES0021000010959957FV;2015-12-22;2016-01-25;3.0A;F1;N;P2;5373;362042;367415
ES0021000000048594KS;2015-12-24;2016-01-27;3.0A;F1;N;P2;1224;91751;92975
ES0021000010966113ED;2015-12-21;2016-01-25;3.0A;F1;N;P2;2574;85292;87866
ES0021000012091214HL;2015-12-23;2016-01-27;3.0A;F1;N;P2;967;309806;310773
ES0021000012302508MN;2015-12-22;2016-01-26;3.0A;F1;N;P2;5602;611717;617319
ES0021000011433600SK;2015-12-30;2016-01-29;3.0A;F1;N;P2;3592;382669;386261
ES0021000013072609TG;2015-12-21;2016-01-26;3.0A;F1;N;P2;1014;167338;168352
ES0021000005655103MK;2015-12-21;2016-01-21;3.0A;F1;N;P2;734;123609;124343
ES0021000009870757PM;2015-12-18;2016-01-22;3.0A;F1;N;P2;21;26505;26526
ES0021000012612588DY;2015-12-21;2016-01-22;3.0A;F1;N;P2;8504;917969;926473
ES0021000010655920JV;2015-12-22;2016-01-27;3.0A;F1;N;P2;1160;123606;124766
ES0021000003877870ZK;2015-12-21;2016-01-25;3.0A;F1;N;P2;2798;138441;141239
ES0021000004327204RG;2015-12-23;2016-01-25;3.0A;F1;N;P2;970;90364;91334
ES0021000013633857EY;2015-12-22;2016-01-25;3.0A;F1;N;P2;1271;114452;115723
ES0021000013901223PC;2015-12-21;2016-01-22;3.0A;F1;N;P2;3445;155065;158510
ES0021000011323413DG;2015-12-23;2016-01-26;3.0A;F1;N;P2;0;26187;26187
ES0021000013398495RA0F;2015-12-16;2016-01-24;3.0A;F1;N;P2;216;2377;2593
ES0021000003831244BQ;2015-12-28;2016-01-28;3.0A;F1;N;P2;1225;229714;230939
ES0021000012054503DQ;2015-12-24;2016-01-27;3.0A;F1;N;P2;2094;279572;281666
ES0021000015424971HH;2015-12-22;2016-01-22;3.0A;F1;N;P2;1249;113141;114390
ES0021000004074097JN;2015-12-19;2016-01-25;3.0A;F1;N;P2;8110;400183;408293
ES0021000001825362SX;2015-12-23;2016-01-26;3.0A;F1;N;P2;1661;105600;107261
ES0021000008816400MZ;2015-12-26;2016-01-29;3.0A;F1;N;P2;1075;287602;288677
ES0021000003870049LC;2015-12-23;2016-01-27;3.0A;F1;N;P2;2020;82644;84664
ES0021000015399177RF;2015-12-23;2016-01-26;3.0A;F1;N;P2;1716;78592;80308
ES0021000017076143WC;2015-12-28;2016-01-26;3.0A;F1;N;P2;1780;143562;145342
ES0021000010595529XR;2015-12-21;2016-01-21;3.0A;F1;N;P2;716;34327;35043
ES0021000018918640WX;2015-11-19;2016-01-28;3.0A;F1;N;P2;1430;26010;27440
ES0021000003838037PR;2015-12-22;2016-01-26;3.0A;F1;N;P2;1473;63781;65254
ES0021000013298429CX;2015-12-22;2016-01-22;3.0A;F1;N;P2;1670;306630;308300
ES0021000019681618DD0F;2015-12-28;2016-01-27;3.0A;F1;N;P2;2461;142500;144961
ES0021000003848851HM0F;2015-12-29;2016-01-27;3.0A;F1;N;P2;1825;93938;95763
ES0021000009198177KZ;2015-12-29;2016-01-26;3.0A;F1;N;P2;1969;163067;165036
ES0021000003911615XW;2015-12-23;2016-01-26;3.0A;F1;N;P2;1750;115496;117246
ES0021000000048676WM;2015-12-24;2016-01-27;3.0A;F1;N;P2;3269;533780;537049
ES0021000003822232XC;2015-12-28;2016-01-28;3.0A;F1;N;P2;2635;307336;309971
ES0021000006697258FT;2015-12-22;2016-01-22;3.0A;F1;N;P2;1480;187336;188816
ES0021000006821690NW;2015-12-22;2016-01-26;3.0A;F1;N;P2;14477;972039;986516
ES0021000006857353KS;2015-12-22;2016-01-26;3.0A;F1;N;P2;1631;13486;15117
ES0021000000048590KB;2015-12-24;2016-01-27;3.0A;F1;N;P2;2160;449592;451752
ES0021000003908919FC;2015-12-22;2016-01-22;3.0A;F1;N;P2;2458;231404;233862
ES0021000009798240YF;2015-11-26;2016-01-28;3.0A;F1;N;P2;417;53422;53839
ES0021000000048601KE;2015-12-23;2016-01-27;3.0A;F1;N;P2;5414;430222;435636
ES0021000003911426RC;2015-12-23;2016-01-26;3.0A;F1;N;P2;14;27636;27650
ES0021000000048871XQ;2015-12-28;2016-01-28;3.0A;F1;N;P2;1300;133030;134330
ES0021000003586768PF;2015-12-21;2016-01-20;3.0A;F1;N;P2;1409;86516;87925
ES0021000006837517XM;2015-12-30;2016-01-28;3.0A;F1;N;P2;4169;295769;299938
ES0021000006626862MF0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;4743;413338;418081
ES0021000003727648SN;2015-12-22;2016-01-25;3.0A;F1;N;P2;3337;337195;340532
ES0021000003899642HN;2015-12-22;2016-01-22;3.0A;F1;N;P2;0;648296;648296
ES0021000006821034YJ;2015-12-22;2016-01-26;3.0A;F1;N;P2;2351;448261;450612
ES0021000006821849LT;2015-12-23;2016-01-26;3.0A;F1;N;P2;2748;337738;340486
ES0031601059569001DQ0F;2015-12-28;2016-01-25;3.0A;F1;N;P2;1747;278076;279823
ES0031601293603014VJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;521;29558;30079
ES0021000000022355FL0F;2015-12-28;2016-01-27;3.0A;F1;N;P2;1974;209242;211216
ES0031300709602001ZF0F;2015-12-23;2016-01-26;3.0A;F1;N;P2;721;84470;85191
ES0031300710632001SK0F;2015-12-22;2016-01-26;3.0A;F1;N;P2;923;40861;41784
ES0031300714098001SJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;313;50975;51288
ES0031300717311002DY0F;2015-12-22;2016-01-22;3.0A;F1;N;P2;81;30410;30491
ES0031300717686001YJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;57;5064;5121
ES0031300727290016FX0F;2015-12-30;2016-01-29;3.0A;F1;N;P2;228;25197;25425
ES0031300732701001TS0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6122;529973;536095
ES0031300727945001BR0F;2015-12-22;2016-01-26;3.0A;F1;N;P2;12;44779;44791
ES0031300729521001SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;276;36457;36733
ES0031300728901001SY0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;4303;318053;322356
ES0031300729621001QZ0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;734;32632;33366
ES0031300730495001CZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;4559;114867;119426
ES0031300734844001RJ0F;2015-12-20;2015-12-31;3.0A;F1;N;P2;42;116883;116925
ES0031300734696001YH0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;299;5530;5829
ES0031300758458001TM0F;2016-01-13;2016-01-29;3.0A;F1;N;P2;227;29189;29416
ES0031300800235001NN0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;663;108077;108740
ES0031300801423001YQ0F;2015-12-22;2016-01-22;3.0A;F1;N;P2;0;3131;3131
ES0031300801214001GV0F;2015-12-22;2016-01-22;3.0A;F1;N;P2;158;7584;7742
ES0031300803438001PD0F;2015-12-22;2016-01-22;3.0A;F1;N;P2;281;61484;61765
ES0031300811174001GM0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;3381;185942;189323
ES0031300809019001XJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;8298;75330;83628
ES0031300812679001GT0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6634;256433;263067
ES0031300813622001HT0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6064;308143;314207
ES0031300823455001SV0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;2202;83762;85964
ES0031300828429001FZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;5328;183424;188752
ES0031406056649001VZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;15014;458982;473996
ES0031300831197001LX0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6109;116890;122999
ES0031406056545001AC0F;2015-12-23;2016-01-27;3.0A;F1;N;P2;1221;82505;83726
ES0031406057277001CE0F;2015-12-23;2016-01-22;3.0A;F1;N;P2;2487;186076;188563
ES0031406028963001YB0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2564;2593538;2596102
ES0031406056537001RR0F;2015-12-23;2016-01-27;3.0A;F1;N;P2;1589;57512;59101
ES0031406057616001VW0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;4054;2761774;2765828
ES0031406056385001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;15;16280;16295
ES0031406057797001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6290;1622368;1628658
ES0031406057931001GV0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;3136;623042;626178
ES0031406057909002ZY0F;2015-12-22;2016-01-26;3.0A;F1;N;P2;1413;23652;25065
ES0031406058113001MH0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;15567;38907;54474
ES0031406058057001DT0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;3648;1147951;1151599
ES0031406057933001EQ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1091;123111;124202
ES0031406060122001EZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;5094;515431;520525
ES0031406060140001TM0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6523;657540;664063
ES0031406059122001ZP0F;2015-12-29;2016-01-29;3.0A;F1;N;P2;1466;173936;175402
ES0031406061110001SA0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;697;1156849;1157546
ES0031406060129001GE0F;2015-12-29;2016-01-28;3.0A;F1;N;P2;1945;171774;173719
ES0031406060592001XD0F;2015-12-21;2015-12-31;3.0A;F1;N;P2;176;94546;94722
ES0031406063127001BH0F;2015-12-22;2016-01-26;3.0A;F1;N;P2;1741;162578;164319
ES0031406063471001HF0F;2015-12-22;2016-01-25;3.0A;F1;N;P2;2382;82435;84817
ES0031406064312001JN0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1598;373880;375478
ES0031406064514001XA0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2090;120911;123001
ES0031406064831002SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;347;260067;260414
ES0031406064943001DF0F;2015-12-22;2016-01-26;3.0A;F1;N;P2;69;213760;213829
ES0031406064943002DP0F;2015-12-22;2016-01-26;3.0A;F1;N;P2;289;141759;142048
ES0031406065447002AD0F;2015-12-22;2016-01-26;3.0A;F1;N;P2;2537;279237;281774
ES0031406065279001JT0F;2015-12-29;2016-01-29;3.0A;F1;N;P2;1739;297910;299649
ES0031406065482001FW0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6924;605332;612256
ES0031406065563001DL0F;2015-12-29;2016-01-28;3.0A;F1;N;P2;130;177556;177686
ES0031406065554001DN0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;5512;292068;297580
ES0031406065573001FZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2026;1129969;1131995
ES0031406065511001WE0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2175;760864;763039
ES0031406065602001AB0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;433;739011;739444
ES0031406065617001BS0F;2015-12-29;2016-01-28;3.0A;F1;N;P2;1;46235;46236
ES0031406187789001XV0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1488;87445;88933
ES0031406187791002MV0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2170;204350;206520
ES0031406187792002AM0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1665;130470;132135
ES0031406191936001HW0F;2015-11-30;2015-12-31;3.0A;F1;N;P2;2199;2266;4465
ES0031406192249001XH0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;5915;845959;851874
ES0031406190529001RG0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;4715;325446;330161
ES0031406190964001PM0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1108;240362;241470
ES0031406192333001ME0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;3798;178915;182713
ES0031406192342001YY0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2531;168114;170645
ES0031406195078001YH0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;12084;1133794;1145878
ES0031406194803001XY0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1251;104179;105430
ES0031406215031001ZN0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;4807;851054;855861
ES0031406213543001VC0F;2015-12-17;2016-01-20;3.0A;F1;N;P2;323;25903;26226
ES0031406213914001WF0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;4385;348652;353037
ES0031406215053002MW0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2787;763163;765950
ES0031406215064001TF0F;2015-12-31;2016-01-12;3.0A;F1;N;P2;43;162944;162987
ES0031406215629001RN0F;2016-01-04;2016-02-01;3.0A;F1;N;P2;1160;106105;107265
ES0031406215874001GQ0F;2015-12-21;2015-12-31;3.0A;F1;N;P2;783;513361;514144
ES0031406215369001JG0F;2016-01-04;2016-02-01;3.0A;F1;N;P2;3899;313966;317865
ES0031406215632001QE0F;2016-01-04;2016-02-01;3.0A;F1;N;P2;1271;159275;160546
ES0031406216029002GC0F;2015-12-22;2016-01-25;3.0A;F1;N;P2;387;47049;47436
ES0031406216042001HR0F;2015-12-21;2016-01-25;3.0A;F1;N;P2;1672;147945;149617
ES0031406216073001PC0F;2015-12-22;2016-01-25;3.0A;F1;N;P2;1389;87864;89253
ES0031406216144001JL0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;29;86536;86565
ES0031406216209001XK0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1533;624565;626098
ES0031406217125001RT0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;2273;232275;234548
ES0031406217120001JZ0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;1764;70006;71770
ES0031406217183001SV0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;263;22178;22441
ES0031406217201001QP0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;34;8098;8132
ES0031406217378001FT0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;1339;106604;107943
ES0031406217182002HF0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;10441;361048;371489
ES0031406217216001RN0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;6087;591588;597675
ES0031406217236002CA0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;338;116469;116807
ES0031406217474001VK0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;3696;365669;369365
ES0031406217302001ZS0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;2874;291223;294097
ES0031406217476001NC0F;2015-12-28;2016-01-27;3.0A;F1;N;P2;609;32000;32609
ES0031406217485001JG0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;264;14059;14323
ES0031406217779001FH0F;2015-12-29;2016-01-27;3.0A;F1;N;P2;2681;170164;172845
ES0031406217751001DD0F;2015-11-30;2015-12-31;3.0A;F1;N;P2;330;35675;36005
ES0031406219343001LH0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;5720;261950;267670
ES0031406217610001LE0F;2015-12-28;2016-01-27;3.0A;F1;N;P2;2717;205056;207773
ES0031406219350001WA0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;54;47005;47059
ES0031406221270001JD0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;11833;978716;990549
ES0031406223910001AT0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6512;475715;482227
ES0031406225362002KB0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2134;118890;121024
ES0031406228842002PL0F;2015-12-28;2016-01-27;3.0A;F1;N;P2;2925;347554;350479
ES0031406228825001MS0F;2015-12-29;2016-01-27;3.0A;F1;N;P2;2905;155447;158352
ES0031406226624001JT0F;2015-12-29;2016-01-28;3.0A;F1;N;P2;490;16076;16566
ES0031406228841001BF0F;2015-12-29;2016-01-27;3.0A;F1;N;P2;577;61931;62508
ES0031406224721001GC0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;14;858;872
ES0031406229024001DL0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2109;267413;269522
ES0031406229149001QZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;969;567648;568617
ES0031406229031001SG0F;2015-11-23;2016-01-22;3.0A;F1;N;P2;0;3686;3686
ES0031406229639001EE0F;2016-01-04;2016-02-01;3.0A;F1;N;P2;313;13165;13478
ES0031406229696001VM0F;2015-12-28;2016-01-27;3.0A;F1;N;P2;790;168470;169260
ES0031406229351001JM0F;2015-12-29;2016-01-27;3.0A;F1;N;P2;46;8311;8357
ES0031406229768001LS0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;3080;132077;135157
ES0031406229880001JM0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;4309;393149;397458
ES0031406241438001FE0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6155;342758;348913
ES0031406229962001JX0F;2015-12-22;2016-01-25;3.0A;F1;N;P2;457;41537;41994
ES0031406241430001MA0F;2015-12-22;2016-01-26;3.0A;F1;N;P2;864;58263;59127
ES0031406232144001PT0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;16910;1612377;1629287
ES0031406237396001BL0F;2016-01-20;2016-01-27;3.0A;F1;N;P2;360;5850;6210
ES0031408062581002QX0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1809;244506;246315
ES0031408057602001ZA0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;535;149229;149764
ES0031408077783001KK0F;2015-12-17;2016-01-21;3.0A;F1;N;P2;8;111014;111022
ES0031408085100001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2076;148323;150399
ES0031408132297001EL0F;2015-12-24;2016-01-27;3.0A;F1;N;P2;436;4265;4701
ES0031408144152001GZ0F;2015-12-23;2016-01-27;3.0A;F1;N;P2;1203;115016;116219
ES0031408115154001JT0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;20;168024;168044
ES0031408115152001HR0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;13;26932;26945
ES0031405069774010JF0F;2015-12-23;2016-01-26;3.0A;F1;N;P2;1708;148548;150256
ES0031405429361003AD0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;10313;867694;878007
ES0031405431430011FY0F;2015-11-30;2015-12-31;3.0A;F1;N;P2;3899;59417;73497
ES0031405431428022NH0F;2015-12-28;2016-01-27;3.0A;F1;N;P2;230;26451;26681
ES0031405440900003TR0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;19283;2833466;2852749
ES0031405440418017CA0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;1123;24616;25739
ES0031405440418016CW0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;2449;157811;160260
ES0031405462457002XC0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;7586;57428;65014
ES0031405472280003XC0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;7209;149500;156709
ES0031405465309002VC0F;2015-12-23;2016-01-26;3.0A;F1;N;P2;800;126653;127453
ES0031405532530001ZT0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6879;917239;924118
ES0031405533985001RC0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;7317;809227;816544
ES0031405645482001XN0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1051;200084;201135
ES0031405885101022XL0F;2016-01-04;2016-02-01;3.0A;F1;N;P2;711;17707;18418
ES0031405888681001KW0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2504;309093;311597
ES0031405924536001VA0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6082;682048;688130
ES0031405911276001JD0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;11280;1658870;1670150
ES0031405967875001TB0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6946;730584;737530
ES0031405978971002XF0F;2015-12-31;2016-01-22;3.0A;F1;N;P2;7936;446002;453938
ES0031405989453001GD0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6378;1007205;1013583
ES0031405995593001EK0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;3830;12617;16447
ES0031405986617001AR0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;0;11700;11700
ES0031405995564001GR0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;8296;1426857;1435153
ES0031405996614001RM0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;13535;1614029;1627564
ES0031405989119021LN0F;2015-12-23;2016-01-26;3.0A;F1;N;P2;1335;147288;148623
ES0031405996943001EJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;8579;1061756;1070335
ES0031405997491001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;14409;286463;300872
ES0031405997687017XW0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2031;106526;108557
ES0031405997687007DS0F;2015-12-28;2016-01-28;3.0A;F1;N;P2;724;72527;73251
ES0031406182596001LA0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;2209;121659;123868
ES0031406186744002RT0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1479;289725;291204
ES0031406191554001SD0F;2015-12-23;2016-01-26;3.0A;F1;N;P2;6;9852;9858
ES0031406302594001AB0F;2015-12-30;2016-02-01;3.0A;F1;N;P2;376;8351;8727
ES0031408108204060SS0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;15992;1871310;1887302
ES0031408251714007TJ0F;2015-12-29;2016-01-29;3.0A;F1;N;P2;704;42047;42751
ES0031408207127010JB0F;2015-12-29;2016-01-29;3.0A;F1;N;P2;464;31251;31715
ES0031408320107002PR0F;2015-12-21;2016-01-25;3.0A;F1;N;P2;57;4933;4990
ES0031408406780001XF0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6955;112310;119265
ES0031408425231002XV0F;2015-12-29;2016-01-28;3.0A;F1;N;P2;2636;165605;168241
ES0031408397344032RH0F;2015-12-28;2016-01-27;3.0A;F1;N;P2;1238;23046;24284
ES0031408440070001BZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;3952;343920;347872
ES0031408484324001XJ0F;2015-12-22;2016-01-25;3.0A;F1;N;P2;54;22094;22148
ES0244364660000098BC0F;2015-12-20;2016-01-20;3.0A;F1;N;P2;2586;5563;8149
ES0031300632533001NM0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;6643;204707;211350
ES0031406217581001RW0F;2015-12-29;2016-01-27;3.0A;F1;N;P2;2476;262453;264929
ES0031300002595028BQ0F;2015-12-30;2016-01-29;3.0A;F1;N;P2;534;65736;66270
ES0031300020728027PE0F;2015-12-29;2016-01-28;3.0A;F1;N;P2;529;13373;13902
ES0031300570164001QJ0F;2015-12-30;2016-01-29;3.0A;F1;N;P2;285;26788;27073
ES0031300809601001ZK0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1866;67914;69780
ES0031300823450001MP0F;2015-12-31;2016-02-01;3.0A;F1;N;P2;821;34091;34912
ES0031406057801001XJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1701;1547880;1549581
ES0031406057800001JW0F;2015-12-31;2016-01-31;3.0A;F1;N;P2;1639;661644;663283
ES0031406217484001SQ0F;2015-12-28;2016-01-26;3.0A;F1;N;P2;2089;23504;25593
ES0034111303275033ZV0F;2015-12-01;2016-01-02;3.0A;F1;N;P2;35;73354;73389
ES0031300803438001PD0F;2015-10-26;2015-11-16;3.0A;F1;N;P2;275;60888;61163
ES0031406237396001BL0F;2016-01-20;2016-01-27;3.0A;F1;N;P3;104;3832;3936
ES0021000003828810CC;2015-12-28;2016-01-28;3.0A;F1;N;P3;289;20396;20685
ES0031300729521001SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;185;18209;18394
ES0031406232144001PT0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;5023;683296;688319
ES0021000003848851HM0F;2015-12-29;2016-01-27;3.0A;F1;N;P3;445;63295;63740
ES0031406217125001RT0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;247;28769;29016
ES0021000006821034YJ;2015-12-22;2016-01-26;3.0A;F1;N;P3;1238;238507;239745
ES0031406241430001MA0F;2015-12-22;2016-01-26;3.0A;F1;N;P3;563;27346;27909
